Series Name,Series Code,Level,Level2,Country Name,Country Code,YR1999 [YR1999],YR2000 [YR2000],YR2001 [YR2001],YR2002 [YR2002],YR2003 [YR2003],YR2004 [YR2004],YR2005 [YR2005],YR2006 [YR2006],YR2007 [YR2007],YR2008 [YR2008],YR2009 [YR2009],YR2010 [YR2010],YR2011 [YR2011],YR2012 [YR2012],YR2013 [YR2013],YR2014 [YR2014],YR2015 [YR2015],YR2016 [YR2016],YR2017 [YR2017],YR2018 [YR2018],YR2019 [YR2019]
Number of depositors,FA.MIX.NDPS,El Salvador,,ProCredit - SLV (100428),100428,..,..,..,..,..,47848,84246,109958,147397,240701,288565,308619,315124,..,..,68523,69453,..,..,..,..
Number of depositors,FA.MIX.NDPS,Grenada,,Caribbean Microfinance - GRD (100198),100198,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Grenada,,GPSCU (115879),115879,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,ADEL-IXCAN (169017),169017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,ADICLA (105702),105702,..,..,..,..,..,..,..,..,..,..,0,0,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,AGUDESA (100184),100184,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,ASDIR-CREDIGUATE (100364),100364,..,..,..,..,..,400,655,1518,1405,2395,2567,..,..,..,..,..,82,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,Asociación Raíz (100318),100318,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,Asociación SHARE (101614),101614,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,AYNLA (100238),100238,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,BanCafé MIPYME (101071),101071,..,..,..,..,..,..,10465,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,CARE - GTM (113960),113960,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,Compartamos - GTM (150386),150386,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,COOPEDEL R.L (170442),170442,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,261,281,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,CRYSOL (100137),100137,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,FAFIDESS (100356),100356,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,FAPE (100651),100651,..,..,..,..,..,..,2268,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,FIACG (101486),101486,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,FINCA - GTM (100738),100738,..,..,..,..,..,..,..,15631,26978,..,30802,0,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,FONDESOL (101782),101782,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,Friendship Bridge (100367),100367,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,Fundación MICROS (100484),100484,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..
Number of depositors,FA.MIX.NDPS,Guatemala,,Fundación Progresar - Guatemala (170443),170443,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
